jugador,inmigrante,gol,resultado
Goran Pandev,0.0,0.0,PERDIO
Makhmud Gurbanov,1.0,0.0,PERDIO
Kandaurov,0.0,0.0,PERDIO
Grant Mccann,1.0,0.0,EMPATO
Bryan Robson C,0.0,0.0,PERDIO
Alban Bushi,0.0,0.0,PERDIO
Nuno Valente,1.0,0.0,EMPATO
Mario Gomez,1.0,0.0,PERDIO
Andraz Kirm,1.0,0.0,GANO
Vyacheslav Shevchuk,0.0,1.0,PERDIO
Jonatan Johansson,1.0,0.0,EMPATO
Jason Koumas,1.0,1.0,GANO
Jrobinson,1.0,0.0,GANO
Kert Haavistu,0.0,0.0,GANO
Johnsson Julian,0.0,0.0,EMPATO
Del Piero Alessandro,0.0,0.0,GANO
Moravcik,0.0,0.0,GANO
Vits Rimkus,1.0,0.0,PERDIO
Iepureanu Serghei,0.0,0.0,PERDIO
Quinn,1.0,1.0,EMPATO
Stanislav Estk,0.0,0.0,GANO
Codrea Paul,0.0,0.0,PERDIO
Denis Zmeu,0.0,0.0,EMPATO
Cristian Negri,1.0,0.0,PERDIO
Edgar Davids,1.0,0.0,EMPATO
Boban,0.0,0.0,GANO
Kim Kallstrom,0.0,0.0,EMPATO
Nbacciocchi,1.0,0.0,PERDIO
Ronnie Whelan,1.0,0.0,PERDIO
Fredi Bobic,1.0,0.0,GANO
Fabio Quagliarella,0.0,0.0,GANO
Reim,1.0,1.0,GANO
Mehmet Aurelio,0.0,0.0,EMPATO
Mindaugas Panka,0.0,0.0,PERDIO
Martin Durica,0.0,0.0,EMPATO
Andrei Arshavin,0.0,1.0,EMPATO
Paul Constantin Codrea,0.0,0.0,GANO
Egressy,0.0,1.0,GANO
Miroslaw Szymkowiak,0.0,0.0,PERDIO
Kert Haavistu,0.0,0.0,EMPATO
Ihtijarevic,0.0,0.0,GANO
Kosovskyi,1.0,1.0,GANO
Juraj Halenar,0.0,0.0,PERDIO
Chaika,1.0,0.0,EMPATO
Alexandersson,0.0,0.0,GANO
Nikola Zigic,1.0,0.0,PERDIO
Svensson,0.0,0.0,GANO
Artem Milevsky,0.0,0.0,EMPATO
Andy Webster,1.0,0.0,EMPATO
Kuivasto Toni,1.0,0.0,EMPATO
Sergej Barbarez,0.0,1.0,GANO
Baranyos Zsolt,0.0,0.0,GANO
Sasa Gajser,0.0,0.0,GANO
Burchill,1.0,0.0,GANO
Giuseppe Favalli,0.0,0.0,EMPATO
Topic,0.0,1.0,PERDIO
Biscan,0.0,0.0,EMPATO
Khagani Mamedov,0.0,0.0,PERDIO
Steven Defour,1.0,0.0,GANO
Loskov Dmitri,1.0,0.0,EMPATO
Andrej Komac,0.0,0.0,GANO
Itay Shechter,1.0,0.0,PERDIO
Apetrosian,1.0,0.0,PERDIO
Thrdur Gudjnsson,0.0,0.0,PERDIO
Nikita Khokhlov,1.0,0.0,EMPATO
Brynjar Gunnarsson,0.0,0.0,PERDIO
Theodor Bjarnason,0.0,0.0,EMPATO
Durrant,1.0,0.0,GANO
Ivanovs,0.0,1.0,EMPATO
Wesley Sneijder,0.0,0.0,GANO
Golan Omer,1.0,0.0,EMPATO
Ivn Helguera,0.0,0.0,EMPATO
John Faxe Jensen,0.0,0.0,EMPATO
Skarbalius Aurelijus,1.0,0.0,GANO
Torres Fernando,0.0,0.0,EMPATO
Samir Abasov,1.0,0.0,PERDIO
Pisont,0.0,0.0,EMPATO
Mehmet Topal,0.0,0.0,GANO
Peter Lvenkrands,1.0,0.0,GANO
Kantonistov Lubomir,1.0,0.0,GANO
Michael Carrick,0.0,0.0,EMPATO
Yuriy Dmytrulin,0.0,0.0,EMPATO
Erwin Hoffer,0.0,0.0,EMPATO
Oper,1.0,0.0,EMPATO
Hler,0.0,0.0,EMPATO
Frank Lampard,0.0,0.0,GANO
Slavisa Jokanovic,0.0,0.0,PERDIO
Niyazi Serhat Akin,1.0,0.0,GANO
Tim Borowski,1.0,0.0,EMPATO
Gogita Gogua,0.0,0.0,PERDIO
Nastja Ceh,0.0,0.0,EMPATO
Jesper Grnkjr,0.0,0.0,GANO
Seedorf,1.0,0.0,EMPATO
Ivanauskas,0.0,0.0,PERDIO
Bellamy,1.0,0.0,PERDIO
Joel Lindpere,0.0,0.0,EMPATO
Demetrio Albertini,0.0,0.0,EMPATO
Trajcov,0.0,0.0,PERDIO
Georgiev Blagoy,0.0,0.0,EMPATO
Sesa,1.0,0.0,PERDIO
Yuri Zhirkov,0.0,0.0,EMPATO
Neil Mccann,1.0,0.0,PERDIO
Peter Petr,0.0,0.0,PERDIO
Ivanovs,0.0,0.0,PERDIO
Jan Gunnar Solli,0.0,0.0,PERDIO
Gravesen,0.0,0.0,PERDIO
Bushi,0.0,1.0,EMPATO
Vanco Trajanov,0.0,1.0,EMPATO
Serhiy Rebrov,0.0,0.0,GANO
Nicolae Dica,0.0,0.0,GANO
Alessandro Del Piero,0.0,0.0,EMPATO
Theodoros Zagorakis,0.0,0.0,GANO
Mindaugas Kalonas,0.0,0.0,EMPATO
Tiago,0.0,0.0,EMPATO
Miran Pavlin,0.0,0.0,EMPATO
John Carew,1.0,0.0,GANO
Fyssas Panagiotis,0.0,0.0,GANO
Jacobsen Christian,1.0,0.0,PERDIO
Blagoy Georgiev,0.0,0.0,EMPATO
Dennis Wise,0.0,0.0,GANO
Andraz Kirm,0.0,0.0,EMPATO
Karol Kisel,1.0,0.0,GANO
Eirik Bakke,0.0,0.0,GANO
Matej Krajck,1.0,0.0,GANO
Viktor Onopko,0.0,0.0,GANO
Arif Erdem,0.0,1.0,GANO
Castelen Romeo,0.0,0.0,EMPATO
Vagif Dzavadov,0.0,0.0,PERDIO
Kevin Sammut,0.0,0.0,GANO
Kalitvintsev,1.0,0.0,EMPATO
Costas Katsouranis,0.0,0.0,GANO
Okonnelbronin,1.0,0.0,PERDIO
Pawel Kaczorowski,0.0,1.0,GANO
Jsebk,,0.0,GANO
Constantin Galca,0.0,0.0,EMPATO
Ilkhan Yadullayev,0.0,0.0,PERDIO
Lassana Diarra,1.0,0.0,GANO
Fredrik Winsnes,0.0,0.0,GANO
Joaquin,0.0,0.0,EMPATO
Boban,0.0,1.0,GANO
Leonhardsen,0.0,1.0,GANO
Khatskevich,0.0,0.0,PERDIO
Carlo Ancelotti,0.0,0.0,PERDIO
Esverrisson,0.0,0.0,EMPATO
Gurin,0.0,0.0,EMPATO
Sovic,0.0,0.0,PERDIO
Ilian Stoianov,0.0,0.0,GANO
Walter Baseggio,1.0,0.0,GANO
Igor Denisov,0.0,0.0,EMPATO
Schopp Markus,0.0,0.0,PERDIO
Beckham David,1.0,0.0,PERDIO
Stone,0.0,0.0,GANO
Speed,1.0,0.0,PERDIO
Nadirov Iugar,0.0,0.0,PERDIO
Parlour,0.0,0.0,GANO
Per Frimann,0.0,0.0,PERDIO
Meglehski Tohi,1.0,0.0,EMPATO
Klas Ingesson,0.0,0.0,GANO
Sforza,0.0,0.0,PERDIO
Bjorn Helge Riise,0.0,0.0,PERDIO
Zagorakis,0.0,0.0,EMPATO
Volodymyr Homenyuk,0.0,0.0,GANO
Jarkko Wiss,0.0,0.0,EMPATO
Andy Gray,1.0,0.0,PERDIO
Wim Jonk,0.0,0.0,GANO
Andriy Shevchenko,0.0,0.0,PERDIO
Libor Sionko,0.0,0.0,EMPATO
Lingg,1.0,0.0,GANO
Luigi Pieroni,1.0,0.0,EMPATO
Andrey Arshavin,0.0,1.0,EMPATO
Manuel Sanchis                     Real Madrid,1.0,0.0,GANO
Vladimr Smicer,1.0,0.0,GANO
Aleksandr Hleb,1.0,0.0,GANO
Alexandros Tziolis,0.0,0.0,GANO
Aleksandr Hleb,1.0,0.0,PERDIO
Ivn Helguera,0.0,0.0,PERDIO
Dan Petrescu,0.0,0.0,PERDIO
David Beckham,0.0,1.0,GANO
Andreas Andersson,0.0,0.0,GANO
Attila Tkli,0.0,0.0,EMPATO
Konstantin Vassiljev,0.0,0.0,PERDIO
Gary Caldwell,1.0,1.0,GANO
Sergi Barjuan,0.0,0.0,GANO
Khatskevich,0.0,0.0,EMPATO
Tfting,0.0,0.0,GANO
Krisztin Vadcz,0.0,0.0,PERDIO
Okan Buruk,0.0,0.0,EMPATO
Caminero,1.0,1.0,EMPATO
Daniel Frick,1.0,0.0,EMPATO
Tmer Metin,0.0,1.0,GANO
Martin Harnik,1.0,0.0,PERDIO
Sergei Gotsmanov,0.0,0.0,EMPATO
Yiasoumi Yiasoumi,0.0,0.0,PERDIO
Schneider,1.0,0.0,PERDIO
Glenn Whelan,1.0,1.0,GANO
Pujol Marc,1.0,0.0,EMPATO
Massimo Ambrosini,0.0,0.0,PERDIO
Ara Hakobyan,0.0,0.0,PERDIO
Tom Rosick,0.0,1.0,GANO
Dimitar Berbatov,0.0,1.0,PERDIO
Stromstad Fredrik,0.0,0.0,GANO
Genadijs Solonicins,0.0,0.0,GANO
Yves Vanderhaeghe,0.0,0.0,PERDIO
Petrescu,0.0,0.0,EMPATO
Boko Jankovic,0.0,1.0,GANO
Vitaly Bulyga,0.0,0.0,PERDIO
Hartley Paul,1.0,0.0,PERDIO
Tal Banin,1.0,0.0,GANO
Mild,0.0,0.0,EMPATO
Mikheil Kavelashvili,0.0,0.0,PERDIO
Shelayev Oleg,0.0,0.0,GANO
Berger,0.0,0.0,PERDIO
Jason Mcateer,1.0,0.0,PERDIO
Stanislav Manolev,0.0,0.0,EMPATO
Anders Svensson,0.0,0.0,GANO
Petit,1.0,1.0,PERDIO
Frank Lampard,0.0,1.0,EMPATO
Kantonistov Lubomir,0.0,0.0,GANO
Robbie Savage,1.0,0.0,GANO
Ararat Arakelyan,0.0,0.0,EMPATO
Gennady Litovchenko,0.0,0.0,GANO
Stephen Crawford,1.0,0.0,GANO
Stoichkov,0.0,0.0,EMPATO
Maksim Romashchenko,0.0,1.0,PERDIO
Costinha,0.0,0.0,PERDIO
Gravesen Thomas,1.0,0.0,PERDIO
Haim Revivo,0.0,1.0,PERDIO
Drulovic,0.0,1.0,GANO
Gareth Southgate,0.0,0.0,GANO
Benjamin Huggel,1.0,0.0,GANO
Laursen,0.0,0.0,GANO
Tomas Galasek,0.0,0.0,GANO
Sasa Ilic,1.0,0.0,GANO
Rgvi Jacobsen,1.0,0.0,PERDIO
Ricardo Cabanas,0.0,0.0,GANO
Agathokleous,0.0,0.0,GANO
Thovhannisian,0.0,0.0,EMPATO
Aleksandr Dmitrijev,0.0,0.0,EMPATO
Hreidarsson Hermann,1.0,0.0,EMPATO
Andrea Pirlo,0.0,0.0,PERDIO
Witschge,0.0,0.0,GANO
Andres Oper,0.0,0.0,PERDIO
Matthias Beck,1.0,0.0,PERDIO
Albert Riera,0.0,1.0,GANO
Saliba,1.0,0.0,PERDIO
Marek Kulic,0.0,0.0,GANO
Eilts,0.0,0.0,EMPATO
Sandor Torghelle,0.0,0.0,PERDIO
Daniel Pudil,1.0,1.0,EMPATO
Smolarek Ebi,0.0,0.0,PERDIO
Bolic,0.0,0.0,GANO
Bystrov Vladimir,1.0,0.0,GANO
Gergely Rudolf,1.0,0.0,GANO
Martin Bernburg,0.0,0.0,GANO
Tomas Danilevicius,1.0,1.0,PERDIO
Lawrence,1.0,0.0,EMPATO
Bellamy Craig,1.0,0.0,PERDIO
Asanovi,0.0,0.0,PERDIO
Shefki Kuqi,1.0,0.0,PERDIO
Figo,0.0,1.0,EMPATO
Donato,1.0,0.0,EMPATO
Christodolou,0.0,0.0,PERDIO
Attila Pinte,1.0,0.0,PERDIO
Cristian Tanase,0.0,0.0,PERDIO
Boghossian,0.0,0.0,EMPATO
Stelios Venetidis,0.0,0.0,GANO
Meelis Rooba,0.0,0.0,EMPATO
Dejan Stankovic,0.0,0.0,EMPATO
Sergiy Rebrov,0.0,0.0,EMPATO
Gombarov,,0.0,PERDIO
Hami Mandirali,0.0,0.0,PERDIO
Beckham,0.0,0.0,EMPATO
Brian Priske,1.0,0.0,EMPATO
Silva,0.0,1.0,GANO
Posing,1.0,0.0,PERDIO
Hrncar,0.0,0.0,EMPATO
Malikov Rail,0.0,0.0,PERDIO
Radimov,0.0,0.0,EMPATO
Delap,1.0,0.0,EMPATO
Sergey Khizhnichenko,1.0,1.0,GANO
Fabio Celestini,1.0,0.0,PERDIO
Spetrov,0.0,0.0,PERDIO
Inler,0.0,0.0,GANO
Sabau,0.0,0.0,EMPATO
Rnar Kristinsson,0.0,0.0,PERDIO
Levan Kenia,0.0,0.0,PERDIO
Colin Kazimrichards,1.0,0.0,PERDIO
Darius Miceika,0.0,0.0,GANO
Anthony Vanden Borre,1.0,0.0,PERDIO
Hler,0.0,0.0,GANO
Zlatan Muslimovic,1.0,0.0,PERDIO
Suharev,1.0,0.0,PERDIO
Vladimir Jugovic,0.0,0.0,EMPATO
Aco Stojkov,0.0,1.0,GANO
Mariusz Lewandowski,0.0,0.0,EMPATO
Artur Petrosyan,1.0,0.0,GANO
Juergen Saumel,0.0,0.0,PERDIO
Artak Minasyan,0.0,0.0,PERDIO
Vladimr Smicer,1.0,0.0,EMPATO
Mintal Marek,0.0,0.0,EMPATO
Mark Pembridge,1.0,0.0,EMPATO
Thomas Gravesen,0.0,0.0,EMPATO
Ioannis Okkas,1.0,0.0,PERDIO
Borg Jakup,1.0,0.0,PERDIO
Gelson Fernandes,1.0,0.0,PERDIO
Bolic,0.0,1.0,GANO
Levan Kenia,0.0,0.0,GANO
Torres Fernando,0.0,1.0,GANO
Noel Turner,1.0,0.0,EMPATO
Akos Buzsaky,0.0,0.0,PERDIO
Mateja Kezman,1.0,0.0,GANO
Georghios Theodotou,0.0,0.0,EMPATO
Julian Johnsson,1.0,1.0,PERDIO
Johan Elmander,0.0,0.0,PERDIO
Faris Haroun,1.0,0.0,EMPATO
Umit Karan,0.0,0.0,PERDIO
Lszl Bodnr,0.0,0.0,PERDIO
Kevin Sheedy,0.0,0.0,EMPATO
Dmunteanu,0.0,1.0,GANO
Maiani Giacomo,1.0,0.0,PERDIO
Beckham David,1.0,0.0,EMPATO
Mark Van Bommel,0.0,0.0,EMPATO
Valachovic,0.0,0.0,PERDIO
Yrghos Karangonis C,,0.0,PERDIO
Angelos Basinas,0.0,0.0,PERDIO
Banel Nicolita,0.0,0.0,PERDIO
John Carew,1.0,0.0,PERDIO
Nduka Usim,0.0,0.0,PERDIO
Sadigov Rashad,0.0,0.0,PERDIO
Mularoni,0.0,0.0,PERDIO
Osipenco,0.0,0.0,EMPATO
Eugeni Aldonin,0.0,0.0,PERDIO
Meelis Rooba,0.0,0.0,PERDIO
Krisztin Vadcz,0.0,0.0,GANO
Andriy Yarmolenko,0.0,1.0,GANO
Christian Grindheim,0.0,0.0,GANO
Walter Baseggio,1.0,0.0,EMPATO
Khbauer,0.0,0.0,EMPATO
Hflo,0.0,0.0,PERDIO
Alexandros Garpozis,0.0,0.0,EMPATO
Gheorghe Bucur,0.0,0.0,GANO
Stelios Giannakopoulos,0.0,0.0,EMPATO
Kuliev,,0.0,EMPATO
Moldovan,0.0,0.0,GANO
Maciej Iwanski,0.0,0.0,PERDIO
Ermin Siljak,1.0,0.0,EMPATO
Mendieta,1.0,0.0,GANO
Fuser,0.0,0.0,EMPATO
Halmosi Peter,1.0,0.0,PERDIO
Diarra Alou,0.0,0.0,EMPATO
Tomic,0.0,0.0,GANO
Nemec,0.0,0.0,EMPATO
Paul Ince,1.0,0.0,PERDIO
Mcallister,1.0,0.0,PERDIO
Alou Diarra,0.0,0.0,EMPATO
Giovanni Rosso,1.0,0.0,EMPATO
Bushi,0.0,0.0,PERDIO
Haim Revivo,0.0,1.0,EMPATO
Haavard Flo,0.0,0.0,PERDIO
Repuh,0.0,0.0,EMPATO
Katana,1.0,0.0,EMPATO
Andres Iniesta,0.0,0.0,GANO
Andreas Moller,0.0,0.0,PERDIO
Semion Bulgaru,0.0,0.0,GANO
Frantzeskos,0.0,1.0,GANO
Schauls Manuel,1.0,1.0,PERDIO
Nemsadze,0.0,0.0,PERDIO
Vlatko Grozdanovski,0.0,0.0,GANO
Kovba Denis,0.0,0.0,GANO
Gunnlaugsson,0.0,0.0,GANO
Markus Babbel,0.0,0.0,EMPATO
Daniel Braaten,0.0,0.0,PERDIO
Marek Mintl,0.0,0.0,PERDIO
Ivanovs,0.0,0.0,EMPATO
Yevgeny Aldonin,0.0,0.0,PERDIO
Edgar Davids,1.0,0.0,GANO
Edin Deko,0.0,0.0,GANO
Murad Aghakishiyev,1.0,0.0,PERDIO
Heain  Lakjuni,0.0,0.0,EMPATO
Edin Deko,0.0,1.0,GANO
Artim Polozani,1.0,0.0,EMPATO
James Mcfadden,1.0,0.0,PERDIO
Kandaurov,0.0,0.0,EMPATO
Cesnauskis Edgaras,0.0,0.0,PERDIO
Fernando Meira,1.0,0.0,PERDIO
Zoran Jankovic,1.0,0.0,PERDIO
Bogdan Mara,0.0,0.0,GANO
Collins,1.0,0.0,PERDIO
Petrov Robert,0.0,0.0,GANO
Igoris Morinas,0.0,1.0,GANO
Gokdeniz Karadeniz,0.0,0.0,GANO
Gert Verheyen,0.0,0.0,GANO
Jakob Poulsen,0.0,0.0,GANO
Dmunteanu,0.0,0.0,EMPATO
Giorgi Nemsadze,0.0,0.0,PERDIO
Justo Ruiz,1.0,0.0,PERDIO
Miroslaw Szymkowiak,0.0,0.0,GANO
Mccarthy,1.0,0.0,GANO
David Edwards,0.0,0.0,GANO
Sejad Salihovic,1.0,0.0,PERDIO
Venkov Mihail,0.0,0.0,EMPATO
Davor Vugrinec,0.0,0.0,EMPATO
Thomas Berthold,0.0,0.0,EMPATO
Pter Lipcsei,0.0,0.0,GANO
Aliyev Samir,0.0,0.0,PERDIO
Sarkisian,1.0,0.0,GANO
Milivoje Novakovic,0.0,0.0,PERDIO
Leonhardsen,0.0,0.0,GANO
Ginchev,0.0,0.0,PERDIO
Aki Riihilahti,0.0,0.0,EMPATO
Frode Johnsen,0.0,0.0,EMPATO
Mller,0.0,0.0,GANO
Szabolcs Huszti,0.0,0.0,PERDIO
Alphonse Leweck,0.0,0.0,PERDIO
Edgar Manucharyan,0.0,0.0,PERDIO
Mirnes Sisic,0.0,0.0,PERDIO
Ramos Sergio,0.0,1.0,GANO
Mirsad Beslija,0.0,0.0,GANO
Bgasperoni,0.0,0.0,PERDIO
Kinsella,1.0,0.0,GANO
Tayfun Korkut,0.0,0.0,PERDIO
Hakobian,0.0,0.0,GANO
Steven Davis,1.0,0.0,PERDIO
Sergio Conceio,0.0,1.0,GANO
Hreidarsson Hermann,1.0,1.0,PERDIO
Teever Ingemar,0.0,0.0,PERDIO
David Platt,0.0,1.0,PERDIO
Girts Karlsons,0.0,1.0,GANO
Marek Mintl,0.0,1.0,GANO
Arge,1.0,0.0,EMPATO
Gatan Englebert,0.0,0.0,GANO
Rio Antonio Mavuba,1.0,0.0,GANO
Lambert,1.0,0.0,EMPATO
Ivan Woods,1.0,0.0,EMPATO
Olivier Dacourt,0.0,0.0,PERDIO
Dbatik Curri,0.0,1.0,PERDIO
Andres Iniesta,0.0,0.0,EMPATO
Patrick Vieira,1.0,1.0,GANO
Iashvili Alexander,0.0,0.0,GANO
Mcmanaman,1.0,0.0,GANO
Oster,1.0,0.0,PERDIO
Kriventsov,0.0,0.0,GANO
Jaroslav Plail,0.0,0.0,EMPATO
Larsen,0.0,0.0,EMPATO
Solskjr,0.0,0.0,EMPATO
Nani,0.0,1.0,GANO
Markus Schopp,1.0,1.0,GANO
Marjan Markovic,1.0,0.0,EMPATO
Deividas Cesnauskis,0.0,0.0,GANO
Bryan Robson C,0.0,1.0,PERDIO
Volodimir Levin,1.0,0.0,GANO
Mark Kinsella,1.0,0.0,PERDIO
Andreas Johansson,0.0,0.0,GANO
Prosineki,0.0,0.0,PERDIO
Bejbl,0.0,0.0,PERDIO
Michel,1.0,0.0,PERDIO
Lukas Podolski,1.0,0.0,PERDIO
Deco,1.0,1.0,GANO
Christian Perez,0.0,0.0,PERDIO
Aleksander Khatskevich,0.0,0.0,PERDIO
Xabi Alonso,0.0,0.0,PERDIO
Etienne Barbara,1.0,0.0,PERDIO
Thomsen,0.0,0.0,EMPATO
Frank Rijkaard,0.0,0.0,PERDIO
Ognjen Koroman,0.0,0.0,PERDIO
Riihilahti,0.0,0.0,GANO
Zoran Pavlovic,1.0,0.0,EMPATO
Boko Jankovic,0.0,0.0,PERDIO
Prosenik,1.0,0.0,PERDIO
Herczeg,0.0,0.0,PERDIO
Feher Csaba,1.0,0.0,GANO
Murat Suyumagambetov,0.0,0.0,EMPATO
Nemsadze,0.0,0.0,EMPATO
Frandsen,0.0,0.0,EMPATO
Skachenko,0.0,1.0,GANO
Fredrik Ljungberg,0.0,0.0,GANO
Simon Rolfes,0.0,1.0,GANO
Camoranesi Mauro,0.0,1.0,GANO
Serghei Dadu,0.0,0.0,EMPATO
Rkristinsson,0.0,1.0,GANO
Christoph Spycher,1.0,0.0,EMPATO
Vryzas Zisis,1.0,0.0,EMPATO
Andriy Gusin,1.0,0.0,GANO
Kim Kllstrm,0.0,0.0,GANO
Mattia Masi,1.0,0.0,PERDIO
Jose Vidigal,1.0,0.0,GANO
Steven Gerrard,0.0,0.0,PERDIO
Olexandr Grytsay,0.0,0.0,GANO
Ivicia Grlic,1.0,0.0,PERDIO
Steven Reid,1.0,0.0,EMPATO
Terehhov,0.0,1.0,GANO
Jiri Nemec,0.0,0.0,PERDIO
Vitali Volodenkov,1.0,0.0,PERDIO
Zurab Menteshashvili,0.0,0.0,PERDIO
Valachovic Jozef,1.0,0.0,EMPATO
Paulo,1.0,0.0,GANO
Ivan Klasnic,1.0,0.0,GANO
Giorgi Merebashvili,0.0,0.0,PERDIO
Sennikov Dmitri,0.0,0.0,PERDIO
Leon Andreasen,0.0,0.0,PERDIO
Xabi Alonso,0.0,0.0,EMPATO
Yuri Muzika,1.0,0.0,PERDIO
Aleksander Khatskevich,0.0,0.0,GANO
Ruslan Musayev,0.0,0.0,EMPATO
Vladimir Korythko,1.0,0.0,PERDIO
Milo Krasic,0.0,0.0,GANO
Reinmayr,0.0,1.0,GANO
Giorgi Nemsadze,0.0,0.0,EMPATO
Fons Leweck,0.0,0.0,PERDIO
Klas Ingesson,0.0,0.0,EMPATO
Farrukh Ismaylov,1.0,0.0,PERDIO
Rubn Baraja,0.0,0.0,GANO
Metin Tumer,1.0,0.0,GANO
Cristian Negr,1.0,0.0,PERDIO
Frantzeskos,0.0,0.0,PERDIO
Anton Chichulin,0.0,0.0,GANO
Schopp,1.0,0.0,GANO
Georgi Gakhokidze,0.0,0.0,GANO
John Faxe Jensen,0.0,0.0,PERDIO
Mariusz Lewandowski,0.0,1.0,EMPATO
Jamarauli Gocha,0.0,0.0,PERDIO
Sowunmi,1.0,0.0,EMPATO
Kasper Bgelund,0.0,0.0,GANO
Ognjen Vukojevic,0.0,0.0,EMPATO
Ritter,1.0,0.0,EMPATO
Claude Makelele,0.0,0.0,EMPATO
Thomas Kahlenberg,1.0,0.0,PERDIO
Simun Samuelsen,1.0,0.0,PERDIO
Yiasoumi Yiasoumis,0.0,0.0,GANO
Valon Behrami,1.0,0.0,PERDIO
Gillespie,1.0,0.0,EMPATO
Berger,0.0,0.0,EMPATO
Frank Lampard,0.0,1.0,GANO
Angelo Di Livio,0.0,0.0,GANO
Alan Quinn,0.0,0.0,EMPATO
Dejan Govedarica,0.0,1.0,PERDIO
Ruslan Baltiyev,0.0,0.0,PERDIO
Wojciech Lobodzinski,0.0,0.0,PERDIO
Jakub Baszczykowski C,0.0,0.0,PERDIO
Sahin Selcuk,0.0,0.0,PERDIO
Georgios Samaras,0.0,0.0,EMPATO
Rati Aleksidze,1.0,0.0,PERDIO
Dmitri Byakov,1.0,0.0,PERDIO
Vadim Boret,0.0,0.0,PERDIO
Manzaroli,0.0,0.0,PERDIO
Toto Adurans Tamuz Temile,1.0,0.0,PERDIO
Kevin Kuranyi,1.0,0.0,PERDIO
Eugen Trica,0.0,0.0,PERDIO
Patrick Vieira,1.0,0.0,EMPATO
Haim Revivo,0.0,0.0,EMPATO
Aron Winter,1.0,0.0,EMPATO
Balis,0.0,0.0,EMPATO
Jan Polk,0.0,1.0,GANO
Buechel Ronny,1.0,0.0,PERDIO
Igor Tigirlas,0.0,0.0,PERDIO
Demetradze George,0.0,1.0,PERDIO
Manuel Friedrich,0.0,0.0,EMPATO
Bhlmann,1.0,0.0,GANO
Ion Testemitanu,0.0,0.0,EMPATO
Andreas Johansson,0.0,0.0,PERDIO
Joe Ledley,1.0,0.0,GANO
Banin,1.0,1.0,GANO
Dmitry Bulykin,1.0,0.0,PERDIO
Sergei Ignashevitch,0.0,1.0,EMPATO
Marco Marchionni,0.0,0.0,GANO
Lubomir Michalik,1.0,0.0,PERDIO
Mikulenas,0.0,0.0,PERDIO
Spycher Christoph,1.0,0.0,PERDIO
Igor Semshov,0.0,0.0,EMPATO
Bohinen,0.0,0.0,GANO
Stilian Petrov,0.0,0.0,PERDIO
Rasmus Elm,0.0,0.0,EMPATO
Nikola Lazetic,1.0,0.0,GANO
Mert Korkmaz,1.0,0.0,GANO
Conte,1.0,1.0,GANO
Dmitri Sychev,0.0,0.0,PERDIO
Martin Stocklasa,1.0,1.0,EMPATO
Fbregas,1.0,1.0,GANO
Jon Dahl Tomasson,1.0,1.0,GANO
Miguel Ngel Angulo,0.0,0.0,PERDIO
Saunders,1.0,0.0,GANO
Hakan Mild,0.0,0.0,EMPATO
Marios Agathocleous,0.0,0.0,PERDIO
Silvestre Mikael,1.0,0.0,GANO
Reyes Jose Antonio,0.0,0.0,EMPATO
Hamann,0.0,0.0,GANO
Gavin Rae,1.0,0.0,GANO
Marios Ilia,0.0,0.0,EMPATO
Hamann,0.0,1.0,GANO
Grozdanovski Vlatko,1.0,0.0,PERDIO
Rafa Murawski,0.0,0.0,EMPATO
Arnar Grtarsson,0.0,0.0,EMPATO
Mayrleb Christian,0.0,0.0,EMPATO
Marian Hristov,0.0,0.0,PERDIO
Mladen Kascelan,1.0,0.0,EMPATO
Mizrahi,0.0,0.0,EMPATO
Olafur Ingi Skulason,0.0,0.0,EMPATO
David Edwards,0.0,0.0,PERDIO
Djorkaeff,0.0,0.0,GANO
Branko Strupar,1.0,0.0,PERDIO
Valerii Catinsus,0.0,0.0,PERDIO
Goran Gavrancic,0.0,0.0,EMPATO
Romik Khachatryan,0.0,0.0,EMPATO
Ariza Sergen Yalin,0.0,0.0,EMPATO
Vratislav Lokvenc,0.0,0.0,PERDIO
Alexandros Garpozis,0.0,1.0,GANO
Mcallister,1.0,0.0,GANO
Podolski,1.0,0.0,GANO
Panucci,0.0,0.0,PERDIO
Roberto Donadoni,0.0,0.0,GANO
Federico Crescentini,1.0,0.0,PERDIO
Artim Sakiri,1.0,0.0,PERDIO
Anielsen,0.0,0.0,PERDIO
Stnga,0.0,0.0,GANO
Gascoigne,0.0,0.0,EMPATO
Imamedov,1.0,0.0,PERDIO
Juan Carlos Valeron,1.0,0.0,GANO
Lehkosuo,0.0,0.0,PERDIO
Florentin Dumitru,0.0,0.0,EMPATO
John Carew,1.0,1.0,PERDIO
Spoljaric,1.0,1.0,GANO
Jo Tessem,0.0,0.0,GANO
Tomas Oravec,0.0,0.0,PERDIO
Wicky,0.0,0.0,GANO
Andy Keogh,1.0,0.0,EMPATO
Andreas Moller,0.0,0.0,GANO
Boko Balaban,0.0,0.0,GANO
Sherwood,0.0,0.0,GANO
Anders Limpar,0.0,0.0,PERDIO
Ceh,0.0,0.0,EMPATO
Audrius Ksanavicius,0.0,0.0,PERDIO
Constantinos Charalambides,0.0,0.0,EMPATO
Whitley Jeff,1.0,1.0,EMPATO
Tom Sivok,0.0,0.0,EMPATO
Timofei Kalachev,1.0,0.0,EMPATO
Alexandersson Niclas,0.0,0.0,PERDIO
