jugador,inmigrante,gol,resultado
Zielinski,0.0,0.0,GANO
Henning Berg,0.0,0.0,EMPATO
Sen St Ledger,1.0,1.0,PERDIO
Egishe Melikyan,0.0,0.0,PERDIO
Avram Papadhpoulos,,0.0,EMPATO
Marcel Desailly,0.0,0.0,GANO
Heggem,0.0,0.0,GANO
Boris Pandza,1.0,0.0,GANO
Bla Balogh,0.0,0.0,GANO
Helder,0.0,0.0,GANO
Ricardo Rocha,1.0,0.0,PERDIO
Hermann Hreidarsson,0.0,0.0,GANO
Tihinen Hannu,0.0,0.0,GANO
Sammut Kevin,0.0,0.0,PERDIO
Ziege,0.0,0.0,EMPATO
Hfhansen,1.0,0.0,PERDIO
Jeanneret,0.0,0.0,EMPATO
Zemlinskis,0.0,1.0,GANO
Thomas Linke,0.0,0.0,PERDIO
Vassilis Torosidis,0.0,0.0,GANO
Khalid Boulahrouz,0.0,0.0,GANO
Varesanovic,0.0,0.0,PERDIO
Aleksey Berezutskiy,0.0,0.0,PERDIO
Mikalajunas,0.0,0.0,PERDIO
Andy Melville,1.0,0.0,PERDIO
Makelele Claude,0.0,0.0,EMPATO
Mariusz Lewandowski,0.0,0.0,GANO
Djukic,0.0,0.0,PERDIO
Vedat,0.0,0.0,PERDIO
Jonathan Evans,1.0,0.0,PERDIO
Anton Ehmann,0.0,0.0,GANO
Hornak,,0.0,GANO
Tzvetanov,0.0,0.0,GANO
Lucio Wagner,1.0,0.0,EMPATO
Sokrtis Papastathpoulos,,0.0,GANO
Damien Perquis,1.0,0.0,EMPATO
Andy Webster,1.0,0.0,GANO
Daniel Agger,0.0,1.0,PERDIO
Ivan Radeljic,1.0,0.0,GANO
Duko Toic,0.0,0.0,EMPATO
Gaby Mudingayi,1.0,0.0,PERDIO
David Rozehnal,1.0,0.0,PERDIO
Rzutautas,0.0,0.0,GANO
Luca Nanni,1.0,0.0,PERDIO
Toni Kuivasto,0.0,0.0,EMPATO
Jeff Strasser,1.0,1.0,GANO
Cesar Bostjan,0.0,0.0,GANO
Florentin Petre,0.0,0.0,GANO
Aleksandar Tunchev,0.0,0.0,PERDIO
Robert Jons,1.0,0.0,PERDIO
Djukic,0.0,0.0,GANO
Lsigursson,0.0,0.0,GANO
Yves Oehri,0.0,0.0,GANO
Yevseyev,0.0,0.0,GANO
Gary Breen,1.0,0.0,GANO
Miroslav Djukic,0.0,0.0,GANO
Alexander Tateosian,0.0,0.0,PERDIO
Pablo Ibez,0.0,0.0,PERDIO
Englaro,1.0,0.0,PERDIO
Piiroja Raio,1.0,0.0,PERDIO
Hans Samuelsen,1.0,0.0,PERDIO
Juris Laizans,0.0,0.0,GANO
Michael Hartmann,0.0,0.0,EMPATO
Ali Eren Beserler,1.0,0.0,GANO
David Rozehnal,0.0,0.0,PERDIO
Panicos Spyrou,0.0,0.0,GANO
Artak Minasyan,0.0,0.0,EMPATO
Zdenek Grygera,0.0,1.0,GANO
Andriy Nesmachniy,0.0,0.0,GANO
Tudor Igor,1.0,0.0,EMPATO
Vayrynen Mika,0.0,0.0,GANO
Simic Dario,1.0,0.0,EMPATO
Muamer Vugdalic,1.0,0.0,PERDIO
Ilkham Yadullayev,0.0,0.0,PERDIO
Marco Cassetti,0.0,0.0,GANO
Daniel Agger C,0.0,0.0,GANO
Holovko,0.0,0.0,PERDIO
Dave Watson,1.0,0.0,PERDIO
Cana,1.0,1.0,PERDIO
Costinha,1.0,0.0,EMPATO
Bojan Jokic,1.0,0.0,GANO
Oleksandr Aliyev,1.0,0.0,PERDIO
James Collins,1.0,0.0,GANO
Timac,0.0,0.0,GANO
Ghenadie Olexici,0.0,0.0,GANO
Coleman,1.0,0.0,GANO
Marek Lemsalu,1.0,0.0,GANO
Jacobsen Jon Roi,1.0,1.0,EMPATO
Paul Trollope,0.0,0.0,GANO
Spilar,0.0,0.0,GANO
Olegs Blagonadezdins,0.0,0.0,PERDIO
Rafal Grzelak,0.0,0.0,GANO
Nuno Valente,0.0,0.0,GANO
Breen,1.0,0.0,EMPATO
Radoslav Zabavnik,0.0,0.0,GANO
Iencsi Adrian,0.0,0.0,PERDIO
Nadal,0.0,0.0,EMPATO
Eugeni Aldonin,0.0,0.0,GANO
Andrei Corneencov,0.0,0.0,EMPATO
Paco,0.0,0.0,GANO
Boksic,,0.0,GANO
Adrian Iencsi,0.0,0.0,GANO
Theis,1.0,0.0,PERDIO
Miroslaw Sznaucner,0.0,0.0,GANO
Jari Litmanen,0.0,1.0,GANO
Chris Hughton,1.0,0.0,PERDIO
Vasili Berezutsky,1.0,0.0,PERDIO
Nicolas Lombaerts,0.0,0.0,PERDIO
Smun Samuelsen,0.0,0.0,PERDIO
Alonen,1.0,0.0,GANO
Daniel Agger C,0.0,0.0,PERDIO
Ibrahim Zlmez,0.0,0.0,GANO
Maros Klimpl,1.0,0.0,EMPATO
Aleksei Berezutskiy,0.0,0.0,EMPATO
Pogatetz Emanuel,1.0,0.0,GANO
Vsebk,0.0,0.0,GANO
Nerijus Barasa,0.0,0.0,EMPATO
Girts Karlsons,0.0,0.0,PERDIO
Ahughes,1.0,0.0,PERDIO
Jeff Whitley,1.0,1.0,PERDIO
Enar Jger,0.0,0.0,EMPATO
Hadjurovic,0.0,0.0,GANO
Kovalev,0.0,0.0,GANO
Marek Cech,1.0,0.0,PERDIO
Ostrovsky,1.0,0.0,EMPATO
Mladen Krstajic,0.0,0.0,PERDIO
Southgate,0.0,0.0,EMPATO
Vanco Trajanov,0.0,0.0,PERDIO
Iulian Apostol,0.0,0.0,EMPATO
Gary Naysmith,0.0,0.0,EMPATO
Ivan Helguera,0.0,0.0,GANO
Tihinen Hannu,0.0,0.0,EMPATO
Ramrez Palomo,1.0,0.0,PERDIO
Zlatan Bajramovic,1.0,0.0,GANO
Vanczak Vilmos,0.0,0.0,GANO
Spasoje Bulajic,1.0,0.0,GANO
Katana,1.0,0.0,PERDIO
Dsimic,0.0,0.0,EMPATO
Bert Konterman,0.0,0.0,GANO
Vainoras,0.0,0.0,PERDIO
Andrei Karpovitch,1.0,0.0,EMPATO
Philippe Christanval,0.0,0.0,GANO
Dabizas Nikolaos,0.0,0.0,PERDIO
Ruslan Abbasov,0.0,0.0,EMPATO
Mirko Palazzi,1.0,0.0,PERDIO
Dbatik Curri,0.0,0.0,EMPATO
Afek Omri,1.0,0.0,EMPATO
Sergio Gonzlez,0.0,0.0,EMPATO
Lars Olsen C,0.0,0.0,EMPATO
Giorgio Chiellini,0.0,1.0,GANO
Sni Olsen,0.0,0.0,PERDIO
Christophe Berra,1.0,0.0,PERDIO
Smertin Alexei,1.0,0.0,GANO
Anatoliy Tymoschuk,1.0,0.0,EMPATO
Christian Fuchs,0.0,0.0,EMPATO
Saviauk,0.0,0.0,EMPATO
Freund,0.0,0.0,EMPATO
Vedin Music,0.0,0.0,EMPATO
Sinisa Mihaijlovic,0.0,0.0,PERDIO
Yoav Ziv,0.0,0.0,PERDIO
Christoph Metzelder,0.0,0.0,EMPATO
Ilie,0.0,0.0,GANO
David Imedashvili,0.0,0.0,PERDIO
Muamer Vugdalic,1.0,0.0,EMPATO
Bogarde,1.0,0.0,EMPATO
Dimitris Christofi,0.0,0.0,PERDIO
Kanchelskis,,0.0,PERDIO
Aleksander Lukhvich,0.0,0.0,PERDIO
Williams,1.0,1.0,GANO
Melville,1.0,0.0,PERDIO
Aleksandr Dmitrijev,1.0,0.0,EMPATO
Mark Iuliano,0.0,0.0,EMPATO
Stojanoski,0.0,0.0,PERDIO
Yankov Chavdar,0.0,0.0,EMPATO
Mller,1.0,0.0,PERDIO
Vladimir Bystrov,0.0,0.0,EMPATO
Jokanovic,0.0,0.0,EMPATO
Zemlinskis,0.0,0.0,PERDIO
Helveg,0.0,0.0,PERDIO
Reim,1.0,0.0,PERDIO
Varta,1.0,0.0,EMPATO
Petre Marin,0.0,0.0,GANO
Ruslan Rotan,0.0,1.0,GANO
Nikolaos Dabizas,0.0,0.0,GANO
Aidas Preiksaitis,0.0,0.0,EMPATO
Steven Gerrard,0.0,0.0,GANO
Duda,1.0,0.0,EMPATO
Peter Hlinka,0.0,0.0,PERDIO
Milenko Acimovic,1.0,0.0,EMPATO
Mitja Mrec,0.0,0.0,EMPATO
Vladimr Labant,0.0,0.0,GANO
Dan Eggen,0.0,0.0,GANO
Jn Durica,0.0,0.0,GANO
Aleksei Smertin,0.0,0.0,GANO
Cocu Phillip,0.0,0.0,EMPATO
Skerla,0.0,0.0,PERDIO
Neil Webb,0.0,0.0,PERDIO
Luke Dimech,0.0,0.0,GANO
Udochukwu Nwoko,0.0,0.0,PERDIO
Saviauk,0.0,0.0,PERDIO
Juric,0.0,0.0,EMPATO
Kamil Kosowski,0.0,0.0,GANO
Iulian Filipescu,0.0,0.0,EMPATO
Patrice Evra,0.0,0.0,GANO
Gal Alberman,1.0,0.0,GANO
Alpay Fehmi Zalan,0.0,0.0,GANO
Ivan Helguera,0.0,0.0,EMPATO
Nikiforov,0.0,0.0,PERDIO
Gerashchenko,1.0,0.0,PERDIO
Riccardo Ferri,0.0,0.0,PERDIO
Bjrn Otto Bragstad,0.0,0.0,EMPATO
Hreiarsson,0.0,0.0,EMPATO
Erik Edman,0.0,0.0,EMPATO
Roche,0.0,0.0,EMPATO
Kinder,0.0,0.0,PERDIO
Rosen Kirikov,0.0,0.0,GANO
Scharner Paul,1.0,0.0,PERDIO
Kos Fzi,0.0,0.0,PERDIO
Vardanian,0.0,0.0,PERDIO
Carles Puyol,0.0,1.0,GANO
Gerrard Steven,1.0,0.0,PERDIO
Pearce,0.0,0.0,GANO
Klaus Berggreen,0.0,0.0,PERDIO
Patrik Andersson,0.0,0.0,GANO
Henchoz,0.0,0.0,PERDIO
Fredrik Winsnes,1.0,0.0,PERDIO
Mavrogenidis,0.0,0.0,EMPATO
Christian Dailly,1.0,0.0,PERDIO
Teemu Tainio,0.0,0.0,GANO
Alexander Holovko,0.0,0.0,PERDIO
David Rozehnal,1.0,0.0,EMPATO
Martstocklasa,1.0,0.0,GANO
Marinos Satsias,0.0,0.0,PERDIO
Daniel Van Buyten,1.0,1.0,PERDIO
Alexei Rebko,1.0,0.0,EMPATO
Soler                         Espanyol,1.0,0.0,GANO
Vladimir Korythko,1.0,0.0,GANO
Timofei Kalachev,1.0,0.0,PERDIO
Carlos Marchena,1.0,0.0,PERDIO
Mjllby,0.0,0.0,GANO
Zsolt Lw,0.0,0.0,EMPATO
Ragnar Klavan,1.0,0.0,PERDIO
Steven Gerrard,0.0,0.0,EMPATO
Sergei Omeljanchuk,0.0,0.0,PERDIO
Abelardo Fernandez,0.0,0.0,GANO
Miromashchenko,,0.0,EMPATO
Debatik Curri,0.0,0.0,GANO
Helveg,0.0,0.0,GANO
Safet Nadarevic,0.0,0.0,PERDIO
Chris Srensen,1.0,0.0,GANO
Demal Berberovic,0.0,0.0,PERDIO
James Mceveley,0.0,0.0,GANO
Thomas Vermaelen,0.0,0.0,PERDIO
Elias Charlambous,0.0,0.0,PERDIO
Saibene,1.0,0.0,PERDIO
Igor Duljaj,0.0,0.0,GANO
Alan Lee,1.0,0.0,PERDIO
Vidic Velimir,1.0,0.0,GANO
Marco Materazzi,0.0,0.0,PERDIO
Jos Maria Gutirrez Hernndez,0.0,0.0,GANO
Plamen Nikolov,0.0,0.0,PERDIO
Roman Kirenkin,1.0,0.0,GANO
Kairat Nurdauletov,0.0,0.0,PERDIO
David Carabott,0.0,0.0,PERDIO
Harte,1.0,0.0,GANO
Filipescu,0.0,0.0,EMPATO
Duko Toic,0.0,0.0,GANO
Pandersson,0.0,0.0,EMPATO
Suchoprek,,0.0,PERDIO
Heintze,1.0,1.0,GANO
Kenny Cunningham,1.0,0.0,PERDIO
Candela,0.0,0.0,PERDIO
Sol Campbell,1.0,0.0,EMPATO
Ibertsberger,0.0,0.0,PERDIO
Rene Bolf,1.0,0.0,GANO
Andy Melville,1.0,0.0,GANO
Agvan Mkrtchyan,0.0,0.0,EMPATO
Christian Dailly,1.0,0.0,GANO
Galca Constantin,0.0,0.0,GANO
Chrisou Paraskevas,0.0,0.0,PERDIO
Markov,0.0,1.0,EMPATO
Jnsson,0.0,0.0,PERDIO
Jorge Costa,1.0,0.0,PERDIO
Lustu Steven,0.0,0.0,PERDIO
Makridis Konstantinos,0.0,1.0,PERDIO
Ariel Banad,1.0,0.0,PERDIO
Hlinka Peter,0.0,0.0,PERDIO
Patrick Muller,1.0,0.0,GANO
Stjepan Tomas,0.0,0.0,GANO
Frank Baumann,0.0,0.0,EMPATO
Aleksandar Lukovic,0.0,0.0,GANO
Patrick Mller,1.0,0.0,GANO
Sarkisian,1.0,0.0,EMPATO
Yanovskiy,0.0,0.0,PERDIO
Dmitri Kruglov,1.0,0.0,EMPATO
Mller,1.0,0.0,EMPATO
Gunnarsson Brynjar,1.0,0.0,EMPATO
Helder,0.0,0.0,EMPATO
Fabio Grosso,0.0,0.0,PERDIO
Seedorf,1.0,0.0,GANO
Maldini,0.0,1.0,GANO
Silva,0.0,0.0,GANO
Jos Antonio Garca Calvo,1.0,0.0,GANO
Apolloni,0.0,0.0,GANO
Said,1.0,0.0,PERDIO
Zdenek Pospech,0.0,0.0,GANO
David Ben Dayan,1.0,0.0,GANO
Ibrahim Kas,1.0,0.0,EMPATO
Kosowski Kamil,0.0,0.0,PERDIO
Konjic,0.0,0.0,GANO
Juhasz,0.0,0.0,GANO
Boldiszar Bodor,0.0,0.0,GANO
Saa Papac,1.0,0.0,PERDIO
Demirovic,0.0,0.0,PERDIO
Oshea,1.0,0.0,EMPATO
Gyepes Gabor,1.0,0.0,PERDIO
Timac,0.0,0.0,PERDIO
Mika Vyrynen,0.0,0.0,PERDIO
Fernando Couto,0.0,0.0,EMPATO
Maievici,0.0,0.0,EMPATO
Raio Piiroja,0.0,0.0,EMPATO
Antzas,0.0,0.0,GANO
Luis Fernandez,1.0,0.0,EMPATO
Guzun,0.0,0.0,PERDIO
Albelda David,1.0,0.0,EMPATO
Lychkin,1.0,0.0,PERDIO
Abdullah Ercan,0.0,0.0,PERDIO
Campbell,1.0,0.0,EMPATO
Pavel Pogrebnyak,0.0,0.0,PERDIO
Ngel Lpez,1.0,0.0,GANO
Rene Henriksen C,0.0,0.0,EMPATO
Nadj Albert,1.0,0.0,GANO
Sergio Busquets,0.0,0.0,GANO
Arnbjorn Hansen Hansen,0.0,0.0,PERDIO
Hashimov Zaur,0.0,0.0,PERDIO
Nikifirov,0.0,0.0,EMPATO
Cunningham,1.0,0.0,EMPATO
Aleksander Kislitsyn,1.0,0.0,GANO
Maievici,0.0,0.0,PERDIO
Murat Yakin,1.0,0.0,PERDIO
Savage,1.0,0.0,PERDIO
Zoltn Gera,0.0,0.0,GANO
Iliev,0.0,0.0,PERDIO
Senderos,1.0,0.0,GANO
Marel Jhann Baldvinsson,0.0,0.0,PERDIO
Gokhan Zan,0.0,0.0,PERDIO
Vladyslav Vaschuk,0.0,0.0,EMPATO
Galasek,0.0,0.0,GANO
Adolfsson,1.0,0.0,EMPATO
Gattuso Gennaro,0.0,0.0,EMPATO
Branislav Krunic,1.0,0.0,PERDIO
Pusca,0.0,0.0,PERDIO
Sinisa Mihajlovic,0.0,0.0,EMPATO
Jakub Blaszczykowski,0.0,0.0,EMPATO
Sarkis Hovsepyan,0.0,0.0,GANO
Dmitri Torbinskiy,0.0,0.0,GANO
Jozef Valachovic,0.0,0.0,PERDIO
Francisco Jemez Paco,0.0,0.0,PERDIO
Yankov,0.0,0.0,PERDIO
Emanuel Pogatetz,0.0,0.0,PERDIO
Sarkis Hovsepyan,0.0,0.0,PERDIO
Paul Freier,0.0,0.0,EMPATO
Toms Galsek,0.0,0.0,EMPATO
Ivanov,0.0,0.0,EMPATO
Marek Jankulovski,1.0,0.0,GANO
Gary Speed,1.0,0.0,EMPATO
Claus Jorgensen,1.0,0.0,PERDIO
Rafael Van Der Vaart,0.0,0.0,PERDIO
Hibic,0.0,0.0,GANO
Daniel Agger,0.0,0.0,EMPATO
Puyol Carlos,0.0,0.0,GANO
Caldwell Steven,1.0,0.0,EMPATO
David Carabott,0.0,1.0,EMPATO
Dragan Sarac,0.0,0.0,GANO
Darren Barnard,1.0,0.0,GANO
Nicos Nicolaou,0.0,0.0,EMPATO
Jn Ri Jacobsen,1.0,0.0,PERDIO
Guillaume Gillet,0.0,0.0,EMPATO
Tony Capaldi,1.0,0.0,EMPATO
Lambros Georgiou,0.0,0.0,EMPATO
Mihails Zemlinskis,0.0,0.0,GANO
Josip Simunic,0.0,0.0,EMPATO
Ibrahim Zlmez,0.0,0.0,PERDIO
Mick Mccarthy,0.0,0.0,EMPATO
Glca,,0.0,GANO
Angelos Basinas,0.0,0.0,EMPATO
Gerrard Steven,1.0,1.0,EMPATO
Hrabal,0.0,0.0,PERDIO
Kirikos Papadhpoulos,,0.0,PERDIO
Andre Schembri,0.0,0.0,PERDIO
Paraskevas Antzas,0.0,0.0,PERDIO
Melville Andy,1.0,0.0,EMPATO
Sorin Ghionea,0.0,0.0,PERDIO
Sasha Yunisogly,0.0,0.0,PERDIO
Guliyev Vugar,0.0,0.0,PERDIO
Darko Maletic,1.0,0.0,PERDIO
Mark Iuliano,0.0,0.0,PERDIO
Denis Evsikov,0.0,0.0,PERDIO
Christakis Marangos,0.0,0.0,GANO
Yevhen Khacheridi,1.0,0.0,GANO
Pfeffer,0.0,0.0,EMPATO
Andrea Pirlo,0.0,0.0,GANO
Hoftun,0.0,0.0,PERDIO
Rene Henriksen,0.0,0.0,EMPATO
Paraskevas Christou,0.0,0.0,EMPATO
Oshea,1.0,0.0,GANO
Pl Thorsteinisson,0.0,0.0,PERDIO
Lychkin,1.0,0.0,EMPATO
Munteanu,0.0,0.0,PERDIO
Albertini,0.0,0.0,EMPATO
Stukas,1.0,0.0,PERDIO
Vahagn Minasyan,0.0,0.0,GANO
Hibic,0.0,0.0,EMPATO
Konjic,0.0,0.0,EMPATO
Rooba,0.0,0.0,EMPATO
Hjarnskor,0.0,0.0,EMPATO
Vitalie Bordian,0.0,0.0,GANO
Anatolakis,0.0,0.0,GANO
Bajic Branimir,0.0,0.0,GANO
Ostrovsky Andrei,1.0,0.0,GANO
Lothar Matthus,0.0,0.0,EMPATO
Ipetkov,0.0,0.0,GANO
Roman Sharonov,0.0,0.0,PERDIO
Arturs Zakreevskis,0.0,0.0,PERDIO
Wesley Sneijder,0.0,1.0,GANO
Elmar Bakhshiev,0.0,0.0,PERDIO
Vladimir Bystrov,0.0,0.0,GANO
Steven Caldwell,1.0,0.0,PERDIO
Vangelis Moras,0.0,0.0,PERDIO
Pl Thorsteinsson,0.0,0.0,EMPATO
Aleksandar Vasoski,0.0,0.0,EMPATO
Andres Oper,1.0,0.0,PERDIO
Aris Braga De Jess Aguinaldo,1.0,0.0,PERDIO
Nerijus Barasa,0.0,0.0,GANO
Bruno Alves,0.0,0.0,PERDIO
Kiril Kotev,0.0,0.0,PERDIO
M Andresen,0.0,0.0,GANO
Dailly,1.0,0.0,PERDIO
Servet Cetin,0.0,0.0,GANO
Omer Golan,1.0,0.0,EMPATO
Philippe Leonard,0.0,0.0,GANO
Glca,,0.0,EMPATO
Alexandre Amisulashvili,0.0,0.0,PERDIO
Gerry Taggart,1.0,0.0,PERDIO
Patterson,1.0,0.0,GANO
Denis Baris,0.0,0.0,GANO
Eric Abidal,1.0,0.0,PERDIO
Yankov Chavdar,0.0,1.0,EMPATO
Uli Borowka,0.0,0.0,EMPATO
Guliyev Emin,1.0,0.0,PERDIO
Thovhannisian,0.0,0.0,GANO
Botjan Cesar,1.0,0.0,PERDIO
Mpetkov,0.0,0.0,PERDIO
Tomas Zapotocny,0.0,0.0,GANO
Emanuel Pogatetz,0.0,1.0,PERDIO
Eilts,0.0,0.0,GANO
Manou Schauls,0.0,0.0,PERDIO
Mitja Moerec,1.0,0.0,PERDIO
Torres Fernando,0.0,0.0,GANO
Niko Kovac,1.0,0.0,GANO
Vanucci,1.0,0.0,PERDIO
Vidarsson Arnar,0.0,0.0,PERDIO
Etienne Barbara,0.0,0.0,PERDIO
Rkhachatrian,0.0,0.0,GANO
Stanislav Varga,1.0,0.0,GANO
Sjnsen,,0.0,EMPATO
Daniel Van Buyten,1.0,1.0,GANO
Elliott,1.0,0.0,EMPATO
Gilbert Agius,0.0,0.0,EMPATO
Mikael Silvestre,0.0,0.0,PERDIO
Edvin Murati,0.0,0.0,PERDIO
Djukic,0.0,0.0,EMPATO
Kankava Jaba,0.0,0.0,GANO
Southgate,0.0,0.0,GANO
Turpeinen,0.0,0.0,GANO
Ygal Antebi,0.0,0.0,PERDIO
Rafael Nazaryan,0.0,0.0,PERDIO
Stankevicius Marius,0.0,1.0,EMPATO
Berg,0.0,1.0,EMPATO
Della Balda,1.0,0.0,PERDIO
Ricardo Carvalho,0.0,0.0,GANO
Tamas Gabriel,0.0,0.0,PERDIO
Valentins Lobanovs,0.0,0.0,GANO
Milan Dudic,1.0,0.0,EMPATO
Dsimic,0.0,0.0,GANO
Mark Wright,0.0,0.0,PERDIO
Elnur Allahverdiyev,0.0,0.0,GANO
Knavs Aleksander,0.0,0.0,EMPATO
Andreas Jakobsson,0.0,0.0,GANO
Zakresevskis Arturs,0.0,0.0,PERDIO
Pavlii,0.0,0.0,PERDIO
Andrinua,0.0,0.0,PERDIO
Verbir,0.0,0.0,GANO
Basile Boli,1.0,0.0,PERDIO
Valeri Domovchiyski,0.0,0.0,GANO
Wichniarek,0.0,0.0,PERDIO
Fernando Morientes,0.0,0.0,PERDIO
Zemlinskis,0.0,0.0,GANO
Botjan Cesar,0.0,0.0,GANO
Farkhadbek Irismetov,1.0,0.0,EMPATO
Heintze,1.0,0.0,EMPATO
Georgi Shashiashvili,0.0,1.0,PERDIO
Berry Van Aerle,0.0,0.0,PERDIO
Duko Toic,0.0,0.0,PERDIO
Kautonen,0.0,0.0,GANO
Ivica Dragutinovic,1.0,0.0,PERDIO
Schttel,0.0,0.0,PERDIO
Vsebk,0.0,0.0,PERDIO
Christopher Baird,1.0,0.0,EMPATO
Tsereteli,0.0,0.0,EMPATO
Tihinen,0.0,0.0,GANO
Kristi Vangeli,1.0,0.0,EMPATO
Heiko Westermann,1.0,1.0,GANO
Vitalie Bordian,0.0,0.0,EMPATO
Stephane Grichting,0.0,0.0,EMPATO
Giannakopoulos Stylianos,0.0,0.0,EMPATO
Kahka Kaladze,0.0,0.0,GANO
Wayne Bridge,0.0,0.0,PERDIO
Olexiy Gai,0.0,0.0,GANO
Dalibor Ilic,0.0,0.0,EMPATO
Carabott,0.0,1.0,PERDIO
Ashley Williams,0.0,0.0,PERDIO
Aleksei Skverniuk,0.0,0.0,GANO
Richard Dunne,1.0,0.0,EMPATO
Saviauk,0.0,0.0,GANO
Pressley Steven,1.0,0.0,EMPATO
Vlade Lazarevski,0.0,0.0,EMPATO
David Kvirkvelia,0.0,0.0,PERDIO
Terskinas,0.0,0.0,GANO
Nikola Malbasa,0.0,0.0,PERDIO
Gareth Barry,1.0,1.0,GANO
Shekiladze,0.0,0.0,PERDIO
Alban Bushaj,0.0,0.0,PERDIO
Lundekvam Claus,1.0,1.0,GANO
Kornel Salta,1.0,0.0,GANO
Tarlovsky Igor,1.0,0.0,PERDIO
Smertin Alexei,0.0,0.0,PERDIO
Tonel,1.0,0.0,GANO
Zisis Vryzas,0.0,0.0,GANO
Thomas Beck,1.0,0.0,PERDIO
Sergei Omeljanchuk,0.0,0.0,GANO
Kamal Guliyev,0.0,0.0,EMPATO
Duan Andjelkovic,0.0,0.0,GANO
Cerny,1.0,1.0,GANO
Alexandre Rekhviasvili,0.0,0.0,EMPATO
Patrik Andersson,0.0,0.0,EMPATO
Zaur Gashimov,0.0,0.0,PERDIO
Mate Ghvinianidze,1.0,0.0,PERDIO
Torben Piechnik,0.0,0.0,GANO
Mio Brecko,1.0,0.0,PERDIO
Victor C,0.0,0.0,PERDIO
Buruk Okan,1.0,0.0,GANO
Matthias Herget,0.0,0.0,GANO
Anatolakis,0.0,0.0,PERDIO
David Kvirkvelia,0.0,0.0,GANO
Lars Olsen C,0.0,0.0,PERDIO
Grzegorz Bronowicki,0.0,0.0,EMPATO
Ian Harte,1.0,0.0,EMPATO
Kratochvil Roman,1.0,0.0,PERDIO
Zech,1.0,0.0,EMPATO
Eric Abidal,1.0,0.0,EMPATO
Herzog,1.0,1.0,GANO
Roger Guerreiro,0.0,0.0,PERDIO
Massimo Oddo,0.0,0.0,EMPATO
Niclas Jensen,0.0,0.0,PERDIO
Ivica Dragutinovic,1.0,0.0,GANO
Janus Joensen,0.0,0.0,PERDIO
Franz Schiemer,1.0,0.0,PERDIO
Marios Elia,0.0,0.0,GANO
Ricardo Cabanas,0.0,0.0,PERDIO
Morrow,1.0,0.0,EMPATO
Suchoprek,,1.0,EMPATO
Admir Teli,1.0,0.0,EMPATO
Lee,1.0,0.0,EMPATO
Talgat Sabalakov,0.0,0.0,PERDIO
Damien Perquis,1.0,0.0,PERDIO
Kahveci Nihat,1.0,0.0,PERDIO
Sotirios Kyrgiakos,0.0,1.0,EMPATO
Kahka Kaladze,0.0,0.0,PERDIO
Jolean Lescott,0.0,0.0,GANO
Cascarino,1.0,0.0,EMPATO
Adoram Keise,1.0,0.0,PERDIO
Ariel Banad,1.0,0.0,EMPATO
F De Boer,0.0,0.0,EMPATO
Dan Eggen,0.0,0.0,PERDIO
Varga,0.0,0.0,EMPATO
Christopher Baird,1.0,0.0,PERDIO
Smirnovs Maris,0.0,1.0,PERDIO
Tomas Zapotocny,1.0,0.0,GANO
Igors Semjonovs,0.0,0.0,PERDIO
Serghei Namasco,0.0,0.0,PERDIO
Tsikitishvili Levan,0.0,0.0,PERDIO
Torsten Frings,0.0,0.0,EMPATO
Wolf,0.0,0.0,GANO
Serghei Clescenco,0.0,0.0,EMPATO
Matej Snofl,1.0,0.0,GANO
Stephen Craigan,0.0,0.0,PERDIO
Williams,1.0,0.0,GANO
Badir,1.0,0.0,GANO
Nerijus Barasa,0.0,0.0,PERDIO
Sichinava,0.0,0.0,PERDIO
Deschacht Olivier,1.0,1.0,EMPATO
Alexei Bugayev,1.0,0.0,PERDIO
Alexei Smertin,0.0,0.0,EMPATO
Hasler,1.0,0.0,PERDIO
Josip Imunic,0.0,0.0,EMPATO
Wicky Raphael,0.0,0.0,PERDIO
Mariusz Jop,0.0,0.0,GANO
Stanislav Angelov,0.0,0.0,PERDIO
Denis Kolodin,0.0,0.0,PERDIO
Franz Burgmeier,1.0,0.0,EMPATO
Rene Henriksen,0.0,0.0,GANO
Joan Capdevila,0.0,0.0,PERDIO
Coleman,1.0,1.0,GANO
Joachim Bjrklund,0.0,0.0,EMPATO
Chris Brunt,1.0,0.0,GANO
Pires Robert,1.0,0.0,GANO
Strunz,0.0,0.0,GANO
Chrysostomos Michail,0.0,0.0,EMPATO
Yordanov,0.0,0.0,EMPATO
Hannu Tihinen,0.0,1.0,GANO
Arnar Thr Vidasson,0.0,0.0,EMPATO
Pogatetz Emanuel,1.0,0.0,EMPATO
Stefanovic,0.0,0.0,GANO
Peter Hlinka,0.0,0.0,GANO
Nimni,0.0,1.0,EMPATO
Hermann Hreidarsson,0.0,0.0,EMPATO
Markov Georgi,0.0,0.0,EMPATO
Viikme,0.0,0.0,PERDIO
Lorenzo Staelens,0.0,0.0,PERDIO
Alexandre Rekhviashvili,0.0,0.0,PERDIO
Jaba Kankava,0.0,0.0,PERDIO
Branko Boskovic,0.0,0.0,EMPATO
Bastian Schweinsteiger,0.0,1.0,GANO
Dato Kvirkvelia,0.0,0.0,PERDIO
Hland,0.0,0.0,GANO
Petr Gabriel,0.0,0.0,PERDIO
Georgos Theodotou,0.0,0.0,GANO
Simon Rolfes,0.0,0.0,GANO
Pancaro,0.0,0.0,PERDIO
