,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199307,       76.87,      145.49,      154.71,     2931.79,     3827.99,     5160.37
199308,       77.43,      147.01,      155.49,     2990.38,     3858.29,     5051.18
199309,       81.07,      152.73,      161.90,     3158.56,     3979.62,     5205.84
199310,       83.51,      156.18,      167.35,     3135.13,     3986.27,     5194.09
199311,       87.12,      158.61,      173.58,     3132.52,     4019.47,     5293.82
199312,       84.34,      155.29,      167.67,     3011.07,     3928.49,     5277.40
199401,       85.79,      161.52,      174.15,     3046.35,     4018.88,     5331.88
199402,       89.72,      165.51,      178.50,     3168.31,     4141.04,     5468.91
199403,       88.28,      167.23,      178.46,     3018.10,     4011.65,     5352.06
199404,       82.73,      158.43,      169.74,     2876.40,     3844.00,     5106.52
199405,       82.51,      159.88,      170.17,     2884.25,     3884.20,     5172.36
199406,       81.65,      156.22,      167.58,     2899.50,     3898.94,     5257.79
199407,       75.69,      141.19,      131.22,     2683.76,     2936.42,     5438.95
199408,       77.07,      143.60,      133.77,     2810.99,     3055.81,     5581.97
199409,       81.17,      151.36,      142.09,     2878.53,     3161.66,     5838.26
199410,       81.25,      150.53,      143.07,     2800.49,     3082.67,     5724.52
199411,       80.45,      150.86,      143.06,     2855.91,     3165.52,     5803.57
199412,       77.46,      145.87,      138.04,     2752.43,     3035.34,     5612.21
199501,       77.46,      148.35,      138.46,     2815.15,     3084.84,     5651.50
199502,       77.64,      146.85,      138.62,     2900.05,     3148.03,     5802.99
199503,       80.44,      153.24,      143.77,     2988.25,     3282.96,     6048.36
199504,       82.89,      155.43,      146.81,     3051.12,     3360.17,     6226.38
199505,       85.44,      159.24,      149.47,     3118.22,     3436.70,     6449.88
199506,       87.30,      161.07,      152.06,     3207.57,     3552.02,     6688.68
199507,       86.95,      156.00,      155.59,     3114.70,     3564.47,     6319.69
199508,       92.02,      165.77,      167.03,     3253.46,     3712.78,     6539.09
199509,       95.72,      168.60,      171.35,     3328.58,     3689.28,     6632.48
199510,       98.34,      170.46,      174.71,     3409.69,     3787.88,     6957.92
199511,       92.27,      163.04,      167.93,     3353.05,     3718.81,     6977.26
199512,       95.78,      168.74,      174.95,     3527.17,     3861.25,     7285.65
199601,       99.57,      170.33,      176.09,     3578.26,     3914.05,     7415.76
199602,      100.93,      168.80,      175.42,     3661.01,     3965.17,     7691.50
199603,      104.29,      173.36,      182.88,     3713.15,     4068.71,     7781.36
199604,      106.02,      179.01,      190.33,     3708.79,     4119.48,     7805.05
199605,      114.30,      188.15,      201.90,     3750.77,     4196.62,     7956.94
199606,      122.09,      196.66,      211.11,     3765.56,     4256.67,     8189.89
199607,      113.80,      198.95,      196.51,     3389.33,     4081.95,     8385.36
199608,      101.33,      184.83,      180.03,     3148.78,     3868.41,     8046.17
199609,      106.99,      195.70,      190.90,     3255.65,     3992.93,     8214.49
199610,      110.73,      203.51,      197.34,     3382.67,     4175.99,     8748.86
199611,      106.84,      202.40,      195.12,     3428.45,     4261.89,     8889.97
199612,      109.00,      209.93,      201.52,     3655.11,     4492.53,     9636.95
199701,      109.97,      214.75,      206.90,     3590.21,     4415.48,     9472.24
199702,      115.31,      218.53,      215.26,     3745.13,     4610.65,    10127.80
199703,      112.01,      215.57,      208.30,     3725.95,     4617.45,    10177.15
199704,      104.43,      207.53,      198.41,     3571.83,     4467.97,     9626.34
199705,      101.50,      208.10,      195.67,     3664.32,     4616.54,    10339.61
199706,      113.18,      230.03,      219.90,     4005.37,     4849.83,    10986.95
199707,      120.07,      220.19,      211.88,     3715.37,     4915.89,    11011.71
199708,      126.15,      231.33,      221.51,     4017.43,     5379.03,    11825.19
199709,      130.79,      238.57,      230.24,     3902.34,     5211.95,    11175.36
199710,      143.01,      255.58,      248.03,     4192.30,     5522.63,    11777.18
199711,      136.00,      246.17,      236.38,     4021.32,     5338.15,    11396.27
199712,      132.65,      244.67,      234.13,     4061.55,     5482.24,    12017.59
199801,      130.56,      248.93,      236.67,     4165.98,     5647.25,    12180.49
199802,      129.50,      244.90,      237.11,     4205.78,     5551.86,    12455.56
199803,      140.18,      262.76,      253.55,     4565.09,     5980.66,    13366.61
199804,      146.40,      273.94,      265.75,     4851.31,     6237.75,    14083.79
199805,      149.58,      278.07,      268.33,     4984.47,     6415.32,    14124.93
199806,      141.58,      264.92,      253.04,     4748.28,     6257.58,    14059.53
199807,      135.20,      251.30,      250.16,     4923.84,     6287.22,    14561.19
199808,      124.61,      233.93,      232.38,     4778.97,     6172.50,    14475.13
199809,       96.51,      191.34,      185.98,     3926.11,     5235.76,    12387.56
199810,      104.27,      199.48,      195.29,     4271.75,     5555.92,    13085.74
199811,      108.71,      207.40,      203.61,     4591.18,     5929.18,    14079.25
199812,      119.01,      218.85,      215.42,     4876.31,     6265.59,    15008.40
199901,      125.56,      226.26,      228.94,     5315.01,     6484.84,    16046.20
199902,      134.17,      225.54,      230.68,     5558.21,     6598.61,    16750.18
199903,      123.13,      208.79,      213.13,     5496.38,     6385.37,    16123.97
199904,      125.73,      207.21,      210.98,     6077.40,     6628.80,    16560.23
199905,      139.53,      225.29,      230.04,     6434.67,     7022.87,    17042.47
199906,      140.70,      230.57,      235.90,     6309.75,     6807.46,    16735.61
199907,      127.49,      221.96,      238.14,     5864.53,     8414.63,    17033.20
199908,      126.51,      219.67,      237.60,     5693.21,     8182.52,    16613.40
199909,      124.20,      211.25,      227.40,     5613.62,     7973.40,    16700.35
199910,      123.49,      208.69,      226.36,     5520.77,     7845.54,    16079.41
199911,      123.69,      202.84,      221.41,     5999.08,     8460.40,    17147.42
199912,      137.62,      213.09,      232.14,     6288.86,     8475.01,    17594.97
200001,      162.65,      224.70,      255.49,     7077.63,     9137.51,    18547.64
200002,      169.76,      218.86,      238.58,     6881.60,     8763.20,    17535.97
200003,      223.70,      239.20,      243.48,     7348.75,     8838.79,    17219.76
200004,      193.54,      234.49,      250.18,     7573.17,     9613.82,    19057.27
200005,      164.30,      225.15,      244.73,     6902.07,     9494.09,    18348.28
200006,      150.59,      212.01,      234.61,     6393.99,     9320.51,    17798.36
200007,      143.27,      203.39,      221.41,     6164.28,    11818.69,    17047.60
200008,      134.56,      205.16,      227.97,     5854.01,    11889.64,    16761.95
200009,      144.83,      217.51,      242.29,     6559.99,    12869.77,    17841.58
200010,      137.51,      215.39,      237.42,     6116.60,    12534.26,    17060.43
200011,      126.22,      214.43,      234.35,     5567.14,    12374.66,    17400.16
200012,      106.49,      205.28,      225.13,     4407.71,    11382.27,    16380.89
200101,      110.75,      221.40,      247.24,     4536.15,    11204.31,    16663.47
200102,      125.58,      231.97,      263.72,     4817.07,    11663.44,    16915.93
200103,      112.90,      229.93,      258.84,     4118.05,    10335.27,    16118.59
200104,      107.96,      225.11,      251.00,     3727.77,     9764.74,    15115.60
200105,      117.30,      239.07,      271.09,     4150.96,    10717.74,    15989.48
200106,      125.62,      249.30,      283.26,     4158.19,    10848.37,    16237.75
200107,      163.71,      262.29,      315.43,     6412.79,    10621.56,    17337.78
200108,      150.90,      256.02,      314.91,     6036.21,    10435.26,    17502.17
200109,      141.92,      253.18,      306.85,     5483.01,     9686.69,    16651.87
200110,      117.99,      224.04,      260.38,     4713.44,     8733.83,    15628.85
200111,      130.38,      233.06,      281.01,     4956.49,     9047.63,    15798.31
200112,      144.35,      247.61,      301.49,     5499.17,     9813.36,    16886.96
200201,      156.48,      263.15,      324.33,     5558.61,    10027.66,    17147.23
200202,      152.94,      266.19,      332.21,     5337.75,     9901.01,    17121.03
200203,      141.73,      268.32,      333.70,     4940.65,     9710.91,    17080.62
200204,      156.41,      291.39,      365.66,     5232.87,    10180.01,    17564.10
200205,      152.44,      305.16,      379.46,     4802.52,     9710.67,    16501.81
200206,      144.20,      295.24,      369.56,     4707.64,     9597.62,    16392.47
200207,      163.89,      282.71,      352.64,     6684.30,     9473.19,    14885.85
200208,      138.30,      244.52,      305.50,     6030.04,     8586.05,    14122.81
200209,      136.16,      248.18,      311.51,     6090.57,     8705.95,    14082.00
200210,      123.56,      234.02,      295.47,     5403.86,     7768.57,    12615.91
200211,      133.18,      240.71,      301.31,     5797.11,     8532.99,    13532.00
200212,      155.71,      255.94,      316.45,     6437.79,     9042.25,    14045.64
200301,      141.84,      248.28,      308.89,     5867.74,     8379.72,    13513.85
200302,      140.47,      241.53,      303.91,     5855.20,     8023.65,    13164.82
200303,      137.10,      235.23,      296.78,     5678.86,     7963.67,    12865.63
200304,      139.74,      236.88,      306.29,     5667.52,     7910.42,    13070.20
200305,      158.81,      257.66,      330.98,     6303.70,     8620.65,    13924.43
200306,      186.40,      277.54,      358.69,     6933.89,     9086.08,    14545.93
200307,      193.66,      293.59,      304.22,     8508.34,     9345.01,    13953.90
200308,      211.24,      309.90,      319.81,     8991.33,     9674.60,    13893.80
200309,      225.90,      322.54,      332.83,     9265.01,    10003.92,    14000.68
200310,      225.48,      316.41,      329.19,     8973.92,     9890.46,    13920.14
200311,      248.26,      342.56,      360.28,     9603.23,    10564.67,    14611.15
200312,      257.64,      356.04,      376.48,     9774.81,    10594.39,    14799.36
200401,      263.14,      367.51,      388.05,    10278.06,    11018.55,    15500.76
200402,      283.19,      376.54,      398.29,    10650.61,    11144.96,    15763.48
200403,      281.46,      384.34,      409.75,    10687.16,    11448.13,    15968.57
200404,      280.92,      390.42,      419.89,    10495.45,    11198.89,    15695.35
200405,      265.54,      378.63,      408.81,    10191.00,    10893.08,    15691.51
200406,      269.93,      383.34,      411.33,    10446.16,    11047.52,    15750.91
200407,      273.79,      417.25,      466.44,     8655.97,    11688.78,    17056.68
200408,      246.32,      397.89,      452.87,     8124.09,    11329.93,    16567.73
200409,      243.77,      396.32,      448.32,     7991.15,    11376.99,    16699.68
200410,      255.36,      413.70,      473.17,     8140.61,    11490.43,    16823.64
200411,      260.38,      422.97,      482.77,     8354.39,    11622.71,    17017.02
200412,      282.58,      459.02,      530.19,     8842.16,    11976.12,    17629.22
200501,      296.28,      473.54,      547.24,     9257.25,    12288.49,    18247.12
200502,      280.82,      460.93,      534.98,     8790.47,    12059.53,    17858.46
200503,      285.62,      471.52,      547.35,     8878.81,    12248.50,    18366.06
200504,      274.06,      464.41,      532.61,     8797.13,    12108.41,    17995.10
200505,      255.31,      440.23,      502.66,     8556.97,    11954.21,    17604.90
200506,      272.36,      470.36,      536.83,     9055.81,    12340.90,    18155.36
200507,      285.85,      485.61,      581.50,    11601.67,    12357.00,    16900.67
200508,      309.29,      515.40,      615.24,    12101.46,    12858.36,    17588.81
200509,      307.74,      504.63,      598.23,    12206.53,    12682.19,    17314.69
200510,      312.25,      503.52,      603.64,    12256.82,    12826.95,    17344.19
200511,      302.25,      491.33,      583.95,    12223.05,    12635.43,    17010.21
200512,      316.55,      509.55,      615.26,    12890.04,    13204.36,    17451.73
200601,      318.67,      506.47,      617.51,    12895.73,    13282.76,    17424.34
200602,      350.19,      546.74,      668.87,    13393.59,    13632.11,    17918.77
200603,      351.31,      544.53,      660.76,    13406.25,    13800.27,    17891.50
200604,      368.04,      572.40,      693.08,    13625.91,    14039.26,    18029.67
200605,      366.24,      577.37,      704.98,    13523.59,    14305.50,    18229.33
200606,      341.09,      552.91,      668.44,    13215.80,    13828.68,    17902.99
200607,      328.01,      540.20,      698.87,    11524.89,    14079.17,    18675.73
200608,      313.09,      524.39,      676.39,    11318.49,    14118.16,    18851.06
200609,      325.50,      535.90,      689.51,    11727.25,    14381.38,    19226.42
200610,      324.78,      545.87,      695.36,    11964.00,    14766.79,    19717.29
200611,      340.26,      576.24,      736.45,    12476.09,    15216.08,    20497.05
200612,      349.89,      587.75,      760.41,    12764.86,    15415.55,    20956.45
200701,      350.36,      589.84,      759.96,    13006.49,    15510.23,    21095.02
200702,      354.80,      598.24,      779.19,    13351.89,    15763.57,    21446.70
200703,      354.66,      597.88,      775.13,    13154.62,    15434.29,    20989.13
200704,      358.81,      602.52,      792.64,    13341.06,    15580.08,    21279.66
200705,      367.28,      606.84,      817.32,    13843.59,    16182.78,    22364.59
200706,      375.71,      633.78,      850.11,    14251.15,    16711.94,    23190.43
200707,      371.60,      662.90,      777.65,    12952.53,    18147.95,    20863.66
200708,      350.92,      615.55,      723.83,    12505.78,    17659.19,    20357.22
200709,      352.84,      631.39,      717.34,    12586.03,    18008.29,    20584.55
200710,      360.02,      632.71,      720.05,    13155.43,    18753.52,    21422.30
200711,      368.98,      642.85,      720.32,    13300.78,    19171.91,    22161.78
200712,      335.56,      606.41,      666.75,    12678.36,    18155.32,    21618.84
200801,      334.17,      597.66,      662.97,    12500.00,    17787.16,    21761.00
200802,      305.29,      561.92,      624.91,    11695.46,    16654.82,    20575.30
200803,      293.47,      542.31,      606.92,    11508.71,    15766.87,    20264.36
200804,      290.28,      545.66,      608.02,    11466.17,    15578.02,    20192.27
200805,      298.88,      563.63,      636.02,    11943.94,    16301.74,    21157.53
200806,      312.65,      587.52,      682.50,    12307.23,    16386.39,    21646.24
200807,      267.24,      464.68,      577.60,     9907.47,    15134.81,    18484.55
200808,      278.32,      480.64,      585.98,     9773.76,    15185.12,    18134.04
200809,      291.45,      503.34,      616.77,     9746.62,    15498.12,    18476.36
200810,      263.29,      468.78,      552.84,     8473.58,    14115.58,    16961.29
200811,      206.83,      380.98,      427.80,     6663.09,    11786.55,    14257.25
200812,      178.48,      339.01,      372.74,     5749.26,    10877.83,    13520.10
200901,      187.86,      353.54,      392.23,     5831.25,    10961.99,    13736.35
200902,      170.57,      309.39,      349.65,     5425.87,     9820.11,    12928.89
200903,      151.13,      273.95,      310.01,     4823.78,     8780.00,    11403.29
200904,      170.33,      298.69,      342.30,     5315.93,     9539.96,    12284.31
200905,      198.19,      349.05,      418.32,     5938.95,    10503.89,    13216.94
200906,      209.45,      352.90,      433.53,     6285.45,    10958.41,    13932.44
200907,      196.08,      377.01,      397.55,     8136.70,     9943.79,    13995.66
200908,      215.94,      413.54,      437.27,     8760.26,    10864.99,    14808.74
200909,      224.59,      427.30,      455.91,     9449.44,    11146.20,    15020.56
200910,      239.57,      450.82,      498.35,     9798.15,    11706.85,    15395.66
200911,      218.08,      426.86,      468.60,     9065.96,    11410.31,    15385.79
200912,      225.12,      436.72,      483.38,     9432.55,    12118.22,    16264.73
201001,      244.01,      469.60,      529.51,     9564.10,    12545.36,    16569.30
201002,      237.79,      454.42,      513.22,     9402.03,    12108.25,    15793.25
201003,      251.87,      474.79,      539.30,     9777.37,    12490.69,    16336.26
201004,      274.66,      508.80,      587.81,    10476.90,    13308.16,    17190.13
201005,      295.03,      534.56,      628.87,    10528.68,    13512.66,    17477.79
201006,      269.95,      493.27,      590.43,     9663.05,    12502.65,    16024.60
201007,      251.70,      437.70,      468.95,     7624.09,    11518.08,    16126.58
201008,      268.41,      468.69,      496.47,     8065.17,    12314.88,    17237.00
201009,      246.73,      434.70,      454.27,     7629.83,    11697.50,    16568.65
201010,      280.00,      486.54,      510.44,     8360.36,    12787.53,    18157.53
201011,      291.44,      509.39,      530.24,     8602.33,    13222.67,    18984.86
201012,      301.13,      531.29,      555.72,     8645.85,    13110.99,    19075.57
201101,      333.31,      567.68,      590.64,     9424.72,    14118.37,    20029.19
201102,      333.54,      569.95,      591.54,     9679.41,    14599.71,    20334.64
201103,      354.78,      600.87,      619.03,    10084.72,    15245.19,    20895.22
201104,      363.33,      620.42,      647.59,     9906.34,    15287.69,    21030.01
201105,      371.01,      634.53,      658.32,    10127.08,    15750.43,    21733.78
201106,      362.44,      617.70,      650.77,     9896.62,    15623.22,    21633.84
201107,      360.81,      620.89,      622.02,     9321.04,    14578.12,    21336.52
201108,      344.58,      596.87,      603.58,     8870.18,    14187.55,    21094.90
201109,      307.01,      550.04,      547.60,     8054.03,    13340.41,    20158.91
201110,      271.14,      491.35,      483.06,     7206.81,    12327.17,    18952.90
201111,      313.53,      563.98,      557.95,     8296.16,    13692.01,    20966.77
201112,      308.65,      566.92,      552.12,     8101.82,    13683.42,    21068.81
201201,      311.48,      570.95,      552.28,     7934.29,    13892.66,    21218.67
201202,      336.30,      607.40,      590.65,     8548.76,    14481.62,    22330.56
201203,      347.29,      622.29,      613.82,     9058.09,    15121.78,    23245.26
201204,      356.93,      638.67,      630.33,     9313.41,    15603.71,    23955.17
201205,      348.33,      630.33,      627.17,     9098.62,    15496.99,    23832.49
201206,      325.29,      592.61,      590.40,     8265.42,    14599.25,    22399.69
201207,      315.18,      555.53,      608.94,     8866.94,    14931.05,    20479.59
201208,      306.75,      554.38,      596.88,     8841.47,    15168.25,    20727.72
201209,      318.70,      574.68,      614.61,     9259.66,    15506.17,    21102.88
201210,      331.14,      594.82,      633.74,     9677.08,    16040.35,    21406.17
201211,      323.16,      589.17,      618.49,     9773.04,    15709.24,    20971.49
201212,      323.54,      592.67,      629.23,     9804.00,    15937.43,    20947.56
201301,      333.43,      610.64,      651.04,    10212.60,    16142.52,    20843.70
201302,      352.45,      644.28,      696.92,    10999.10,    17133.41,    21672.86
201303,      359.01,      650.18,      701.78,    11207.65,    17350.39,    21859.15
201304,      376.93,      678.40,      736.99,    11703.73,    17996.61,    22645.19
201305,      374.58,      674.94,      734.25,    11909.66,    18256.05,    23081.18
201306,      396.45,      708.93,      771.57,    12593.70,    18606.99,    23561.37
201307,      405.17,      697.45,      742.70,    12693.62,    18529.59,    21694.84
201308,      437.40,      750.05,      795.01,    13630.76,    19504.37,    22735.97
201309,      426.31,      723.35,      777.19,    13258.19,    18868.63,    22241.55
201310,      451.13,      764.86,      825.03,    13869.92,    19499.49,    22908.79
201311,      454.78,      799.67,      859.78,    14266.06,    20348.16,    23961.75
201312,      474.77,      835.03,      888.96,    14673.56,    20896.38,    24801.06
201401,      486.22,      845.76,      910.45,    15141.12,    21413.21,    25541.12
201402,      486.59,      813.54,      868.22,    14825.00,    20866.05,    24295.86
201403,      512.03,      849.81,      904.42,    15418.13,    21730.19,    25451.13
201404,      499.52,      859.03,      913.93,    15396.60,    21873.73,    25615.06
201405,      472.07,      829.63,      895.60,    15192.81,    21777.41,    26049.37
201406,      473.02,      835.17,      891.98,    15440.70,    22220.90,    26547.57
201407,      508.24,      807.75,      959.58,    15316.53,    22583.09,    24513.47
201408,      477.66,      757.94,      903.40,    14929.11,    22086.67,    24392.98
201409,      503.47,      784.54,      954.54,    15800.06,    22860.84,    25404.32
201410,      474.07,      742.65,      918.81,    15526.03,    22484.54,    24960.08
201411,      502.37,      798.66,      953.22,    15793.04,    22985.86,    25578.15
201412,      503.26,      792.31,      967.15,    16189.44,    23280.84,    26595.12
201501,      514.16,      811.64,      987.48,    16191.86,    23466.53,    26216.89
201502,      494.70,      762.85,      952.71,    15511.17,    22652.62,    25713.53
201503,      529.51,      816.66,     1011.73,    16681.40,    23767.08,    27246.24
201504,      537.69,      833.98,     1030.20,    16522.11,    23538.24,    26761.72
201505,      524.71,      818.63,     1007.82,    16690.74,    23622.59,    27144.34
201506,      545.43,      827.63,     1019.82,    17057.03,    23992.96,    27331.50
201507,      474.14,      795.02,      963.41,    14352.91,    22108.11,    25802.98
201508,      458.00,      777.45,      936.13,    14685.73,    22596.21,    26245.97
201509,      429.21,      740.27,      879.92,    13706.26,    21159.03,    24672.47
201510,      396.80,      709.93,      827.30,    13121.18,    20524.62,    24124.64
201511,      419.38,      748.62,      882.62,    14098.34,    22187.69,    26051.21
201512,      445.12,      772.79,      891.59,    14272.08,    22293.45,    26006.58
201601,      425.88,      731.45,      844.00,    13746.89,    21949.62,    25464.84
201602,      375.73,      684.65,      767.59,    12699.57,    20714.22,    24186.80
201603,      370.65,      697.61,      783.74,    12470.80,    20638.83,    24411.10
201604,      397.67,      753.72,      836.56,    13394.07,    22141.73,    26074.60
201605,      410.83,      773.17,      855.93,    13837.27,    22520.49,    25822.96
201606,      418.99,      783.47,      862.63,    14192.16,    22852.41,    26211.95
201607,      390.61,      730.06,      867.86,    16558.71,    21778.24,    25176.74
201608,      413.09,      769.36,      930.52,    17111.53,    22606.81,    26322.01
201609,      424.54,      782.17,      943.13,    17590.39,    22581.79,    26269.41
201610,      443.42,      787.93,      941.99,    17671.90,    22570.09,    26402.23
201611,      402.92,      764.34,      892.88,    17554.04,    22398.84,    25711.73
201612,      444.67,      868.06,     1004.95,    18697.04,    23414.93,    26712.70
201701,      444.09,      904.11,     1029.26,    19016.38,    23879.94,    27198.17
201702,      448.62,      898.48,     1025.95,    19254.23,    24344.21,    27927.38
201703,      456.81,      904.48,     1029.71,    19600.09,    25337.88,    29009.42
201704,      460.22,      899.16,     1029.71,    19432.37,    25256.85,    29295.29
201705,      462.26,      912.14,     1057.31,    19411.58,    25615.43,    29702.22
201706,      455.91,      891.38,     1026.09,    19171.34,    25962.99,    30298.36
201707,      483.81,      832.39,     1036.40,    18289.64,    23119.34,    31161.43
201708,      486.08,      841.07,     1037.47,    18806.24,    23561.39,    31743.75
201709,      484.44,      820.93,     1007.69,    18578.26,    23662.49,    31791.01
201710,      517.62,      886.18,     1082.81,    19394.60,    24358.79,    32306.38
201711,      518.63,      890.73,     1111.61,    19835.19,    25126.81,    33095.74
201712,      521.62,      923.31,     1168.79,    20242.78,    25642.64,    34523.22
201801,      523.93,      910.50,     1192.08,    20576.21,    25723.62,    35076.14
201802,      540.33,      928.24,     1212.21,    21866.62,    27271.28,    37082.48
201803,      526.86,      885.34,     1172.71,    20938.43,    26393.12,    35985.41
201804,      533.95,      898.16,     1182.18,    20574.92,    25711.44,    35198.97
201805,      545.25,      904.22,     1180.41,    21022.34,    25684.43,    35257.50
201806,      590.30,      965.67,     1228.00,    21481.32,    26181.72,    36037.38
201807,      580.08,     1002.94,     1194.11,    18602.72,    27227.50,    36715.13
201808,      585.91,     1023.06,     1213.63,    18936.77,    28132.35,    38148.01
201809,      614.59,     1056.67,     1233.58,    19382.98,    28802.40,    39999.63
201810,      604.50,     1020.42,     1207.74,    19417.25,    28784.18,    40318.41
201811,      530.20,      912.54,     1070.69,    17763.52,    26913.68,    37261.93
201812,      533.26,      938.85,     1060.47,    17996.30,    27476.47,    37704.07
201901,      465.30,      824.54,      919.83,    16209.60,    24967.50,    34331.71
201902,      515.63,      907.61,     1039.77,    17881.35,    27363.73,    36862.88
201903,      541.10,      955.40,     1083.91,    18328.78,    28193.76,    38099.93
201904,      536.01,      923.33,     1048.71,    18266.74,    28542.79,    39073.53
201905,      544.68,      962.57,     1106.40,    19120.48,    29814.25,    40617.29
201906,      505.26,      879.75,      997.93,    17548.13,    27821.87,    37911.57
201907,      518.68,      897.22,     1047.22,    16175.23,    28294.13,    40951.01
201908,      517.72,      903.12,     1032.56,    16317.61,    28771.66,    41659.27
201909,      487.22,      851.63,      952.25,    15718.89,    27734.50,    41363.34
201910,      483.91,      890.02,      980.54,    15925.08,    28383.30,    41922.32
201911,      499.75,      906.40,     1003.92,    16106.23,    28902.00,    42969.11
201912,      534.09,      923.38,     1049.94,    16956.90,    30038.31,    44463.40
202001,      553.76,      957.93,     1079.94,    17323.35,    30735.70,    45946.07
202002,      533.49,      910.14,     1020.70,    17619.24,    30187.37,    46415.41
202003,      492.58,      824.37,      923.61,    16192.08,    27446.52,    42863.12
202004,      386.24,      655.15,      640.97,    13421.93,    23570.69,    38419.73
202005,      452.69,      735.29,      780.73,    15293.11,    26492.70,    43933.45
202006,      487.76,      763.69,      869.32,    16282.69,    27753.56,    46183.35
202007,      468.64,      780.46,      846.75,    14885.72,    24555.69,    49967.18
202008,      485.01,      788.59,      890.65,    15755.16,    26098.73,    52984.49
202009,      507.09,      827.96,      976.19,    16523.49,    27606.04,    57829.97
202010,      491.11,      784.22,      940.70,    16146.93,    26510.88,    55675.71
202011,      497.61,      825.32,      964.69,    16075.57,    26419.27,    53574.37
202012,      603.78,      963.26,     1185.88,    18657.65,    29799.34,    59151.84
202101,      665.22,     1036.72,     1292.72,    19724.76,    31440.78,    61427.16
202102,      719.94,     1096.15,     1339.88,    19877.93,    31815.01,    60256.23
202103,      764.65,     1194.61,     1498.36,    21077.94,    32930.74,    60884.33
202104,      747.76,     1270.88,     1590.49,    20937.68,    34301.73,    63505.07
202105,      751.20,     1294.63,     1680.61,    21930.37,    36558.66,    66707.66
202106,      745.95,     1341.06,     1750.88,    21995.24,    37002.59,    66590.80
202107,      782.02,     1279.68,     1542.22,    21897.17,    38556.27,    67210.57
202108,      728.81,     1267.55,     1519.59,    21419.10,    39276.30,    69190.87
202109,      747.67,     1288.42,     1540.95,    21808.98,    40911.25,    71106.63
202110,      724.18,     1250.05,     1498.68,    21549.79,    39363.15,    66878.88
202111,      738.93,     1304.29,     1551.38,    22474.82,    42766.70,    71119.15
202112,      680.66,     1296.15,     1526.63,    20689.51,    42025.68,    71590.63
202201,      684.48,     1357.78,     1590.29,    20529.51,    43325.36,    75134.26
202202,      613.30,     1269.35,     1463.45,    19489.45,    41009.55,    70737.70
202203,      616.21,     1276.08,     1484.93,    19560.19,    40310.68,    68170.01
202204,      631.91,     1270.90,     1465.93,    19917.51,    41856.11,    70776.67
202205,      551.59,     1185.21,     1354.89,    17896.62,    37099.32,    65432.07
202206,      543.77,     1211.11,     1380.48,    17705.65,    37719.92,    64489.46


  For portfolios formed in June of year t
  Value Weight Average of BE/ME Calculated for June of t to June of t+1 as: 
  Sum[ME(Mth) * BE(Fiscal Year t-1) / ME(Dec t-1)] / Sum[ME(Mth)]
  Where Mth is a month from June of t to June of t+1
  and BE(Fiscal Year t-1) is adjusted for net stock issuance to Dec t-1
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196307,   1.5080,   0.8303,   0.5532,   1.0264,   0.5696,   0.3301
196308,   1.4988,   0.8334,   0.5538,   1.0229,   0.5699,   0.3295
196309,   1.4992,   0.8360,   0.5539,   1.0274,   0.5703,   0.3303
196310,   1.5142,   0.8331,   0.5543,   1.0261,   0.5708,   0.3292
196311,   1.5270,   0.8297,   0.5605,   1.0279,   0.5720,   0.3280
196312,   1.5263,   0.8317,   0.5645,   1.0309,   0.5707,   0.3275
196401,   1.5285,   0.8336,   0.5638,   1.0341,   0.5702,   0.3252
196402,   1.5311,   0.8369,   0.5642,   1.0344,   0.5695,   0.3239
196403,   1.5308,   0.8404,   0.5663,   1.0386,   0.5710,   0.3256
196404,   1.5359,   0.8434,   0.5770,   1.0411,   0.5731,   0.3265
196405,   1.5397,   0.8408,   0.5788,   1.0343,   0.5728,   0.3279
196406,   1.5346,   0.8432,   0.5857,   1.0414,   0.5730,   0.3264
196407,   1.4083,   0.7890,   0.4560,   0.8940,   0.5384,   0.3065
196408,   1.4004,   0.7912,   0.4578,   0.8941,   0.5388,   0.3078
196409,   1.3936,   0.7902,   0.4577,   0.8941,   0.5393,   0.3093
196410,   1.3914,   0.7887,   0.4607,   0.8955,   0.5409,   0.3109
196411,   1.4049,   0.7921,   0.4626,   0.8965,   0.5396,   0.3122
196412,   1.4094,   0.7953,   0.4624,   0.8937,   0.5376,   0.3112
196501,   1.4029,   0.7916,   0.4584,   0.8879,   0.5361,   0.3103
196502,   1.3975,   0.7945,   0.4586,   0.8937,   0.5373,   0.3070
196503,   1.3954,   0.7952,   0.4587,   0.8929,   0.5377,   0.3064
196504,   1.3941,   0.7963,   0.4564,   0.8948,   0.5379,   0.3075
196505,   1.3933,   0.7992,   0.4603,   0.8951,   0.5373,   0.3077
196506,   1.3926,   0.8009,   0.4602,   0.8944,   0.5361,   0.3056
196507,   1.2688,   0.7969,   0.4350,   0.7199,   0.5118,   0.2717
196508,   1.2744,   0.7984,   0.4357,   0.7217,   0.5129,   0.2710
196509,   1.2705,   0.7983,   0.4334,   0.7231,   0.5135,   0.2710
196510,   1.2610,   0.7963,   0.4338,   0.7235,   0.5127,   0.2715
196511,   1.2574,   0.7964,   0.4350,   0.7314,   0.5158,   0.2721
